,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_penalty,param_n_iter_no_change,param_max_iter,param_loss,param_class_weight,param_alpha,params,mean_test_score,std_test_score,rank_test_score
56,0.006411290168762207,0.0008615655125724762,0.0011404585838317872,0.00037474498970457485,elasticnet,15,9000,log,"{1: 0.7832436587240584, 0: 0.2167563412759416}",0.1,"{'penalty': 'elasticnet', 'n_iter_no_change': 15, 'max_iter': 9000, 'loss': 'log', 'class_weight': {1: 0.7832436587240584, 0: 0.2167563412759416}, 'alpha': 0.1}",0.5,0.0,83
86,0.006201012134552002,0.000969865982555093,0.0011405730247497558,0.0004008916932578702,l1,15,17000,modified_huber,"{1: 0.7832436587240584, 0: 0.2167563412759416}",0.1,"{'penalty': 'l1', 'n_iter_no_change': 15, 'max_iter': 17000, 'loss': 'modified_huber', 'class_weight': {1: 0.7832436587240584, 0: 0.2167563412759416}, 'alpha': 0.1}",0.5,0.0,83
58,0.005141003131866455,0.0016252715781622665,0.0013605189323425294,0.0014667390258347858,elasticnet,15,11000,perceptron,"{1: 0.7832436587240584, 0: 0.2167563412759416}",0.1,"{'penalty': 'elasticnet', 'n_iter_no_change': 15, 'max_iter': 11000, 'loss': 'perceptron', 'class_weight': {1: 0.7832436587240584, 0: 0.2167563412759416}, 'alpha': 0.1}",0.5,0.0,83
59,0.006221182346343994,0.0014044010783661855,0.0011503458023071288,0.00035733407271002843,elasticnet,15,19000,hinge,"{1: 0.7832436587240584, 0: 0.2167563412759416}",0.1,"{'penalty': 'elasticnet', 'n_iter_no_change': 15, 'max_iter': 19000, 'loss': 'hinge', 'class_weight': {1: 0.7832436587240584, 0: 0.2167563412759416}, 'alpha': 0.1}",0.5,0.0,83
82,0.006411075592041016,0.0014907798578221334,0.0012506508827209472,0.0005174687480298651,elasticnet,15,17000,hinge,"{1: 0.7832436587240584, 0: 0.2167563412759416}",0.1,"{'penalty': 'elasticnet', 'n_iter_no_change': 15, 'max_iter': 17000, 'loss': 'hinge', 'class_weight': {1: 0.7832436587240584, 0: 0.2167563412759416}, 'alpha': 0.1}",0.5,0.0,83
13,0.005914595127105713,0.001066525750713033,0.0011570143699645996,0.00039569736011690497,elasticnet,15,7000,hinge,"{1: 0.7832436587240584, 0: 0.2167563412759416}",0.1,"{'penalty': 'elasticnet', 'n_iter_no_change': 15, 'max_iter': 7000, 'loss': 'hinge', 'class_weight': {1: 0.7832436587240584, 0: 0.2167563412759416}, 'alpha': 0.1}",0.5,0.0,83
63,0.006201398372650146,0.0010394718583617629,0.0013602733612060546,0.001836232977160156,l1,15,9000,log,"{1: 0.7832436587240584, 0: 0.2167563412759416}",0.1,"{'penalty': 'l1', 'n_iter_no_change': 15, 'max_iter': 9000, 'loss': 'log', 'class_weight': {1: 0.7832436587240584, 0: 0.2167563412759416}, 'alpha': 0.1}",0.5,0.0,83
15,0.004466564655303955,0.0005795569768467519,0.0011197352409362793,0.0004311435774713914,l1,15,5000,perceptron,"{1: 0.7832436587240584, 0: 0.2167563412759416}",0.1,"{'penalty': 'l1', 'n_iter_no_change': 15, 'max_iter': 5000, 'loss': 'perceptron', 'class_weight': {1: 0.7832436587240584, 0: 0.2167563412759416}, 'alpha': 0.1}",0.5,0.0,83
18,0.006361229419708252,0.0014460268248495437,0.0011904430389404297,0.00039241848041036146,elasticnet,15,11000,log,"{1: 0.7832436587240584, 0: 0.2167563412759416}",0.1,"{'penalty': 'elasticnet', 'n_iter_no_change': 15, 'max_iter': 11000, 'loss': 'log', 'class_weight': {1: 0.7832436587240584, 0: 0.2167563412759416}, 'alpha': 0.1}",0.5,0.0,83
42,0.006091363430023193,0.0012577308477554065,0.001090095043182373,0.00028659179792604484,elasticnet,15,13000,hinge,"{1: 0.7832436587240584, 0: 0.2167563412759416}",0.1,"{'penalty': 'elasticnet', 'n_iter_no_change': 15, 'max_iter': 13000, 'loss': 'hinge', 'class_weight': {1: 0.7832436587240584, 0: 0.2167563412759416}, 'alpha': 0.1}",0.5,0.0,83
89,0.007212052345275879,0.0012436236269732137,0.0010902118682861329,0.0003193541654062085,l1,15,9000,log,"{1: 0.7832436587240584, 0: 0.2167563412759416}",0.01,"{'penalty': 'l1', 'n_iter_no_change': 15, 'max_iter': 9000, 'loss': 'log', 'class_weight': {1: 0.7832436587240584, 0: 0.2167563412759416}, 'alpha': 0.01}",0.49934984520123843,0.006468958569423844,100
